Wall time,Step,Value
1629263326.3027277,0,1741.054931640625
1629263638.4138284,1,3717.73876953125
1629263951.361147,2,4728.01611328125
1629264260.66892,3,4778.43994140625
1629264569.2043,4,5659.02001953125
1629264942.5262587,5,5290.462890625
1629265311.5575583,6,5025.265625
1629265680.5937715,7,6460.55419921875
1629266034.5252182,8,5664.240234375
1629266412.794081,9,5902.5
1629266750.1377873,10,9278.0244140625
1629267125.8987377,11,6383.708984375
1629267478.1373534,12,7072.04150390625
1629267823.9908154,13,6821.548828125
1629268201.8783755,14,6885.22216796875
1629268564.7353735,15,5765.02880859375
1629268924.8003333,16,9439.1279296875
1629269280.1051283,17,4921.14306640625
1629269624.3397017,18,8215.8837890625
1629269976.1965342,19,7676.66357421875
1629270333.25459,20,9254.1015625
1629270697.7680326,21,7436.8994140625
1629271022.9264886,22,7776.83203125
1629271375.4765134,23,7064.5205078125
1629271755.315356,24,6455.17822265625
1629272112.5023494,25,4274.93310546875
1629272445.640707,26,9938.1171875
1629272814.993818,27,5271.22802734375
1629273141.5712678,28,7774.25
1629273529.1967518,29,9421.765625
1629273864.7565088,30,7440.3583984375
1629274207.0144703,31,7677.60888671875
1629274541.284364,32,8976.3603515625
1629274904.9767363,33,6049.0595703125
1629275254.0470366,34,7599.10302734375
1629275572.6556783,35,6772.39453125
1629275849.8207273,36,9460.701171875
1629276169.0355148,37,8054.966796875
1629276496.235816,38,6184.79150390625
1629276816.3729486,39,8026.99169921875
1629277139.987597,40,6493.013671875
1629277466.8532724,41,8375.521484375
1629277789.1839795,42,5673.3564453125
1629278101.6466107,43,4911.95166015625
1629278447.3086228,44,5765.0810546875
1629278794.5228834,45,5736.37255859375
1629279127.4798338,46,4833.46435546875
1629279483.6939573,47,4667.646484375
1629279841.354812,48,5067.8349609375
1629280189.7596653,49,5468.31201171875
1629280511.1922567,50,5826.9423828125
1629280822.3446856,51,6974.1435546875
1629281168.7603655,52,5713.91015625
1629281491.9233108,53,7727.6630859375
1629281837.8761802,54,5104.85498046875
1629282183.8795722,55,4107.5498046875
1629282502.46734,56,5961.0986328125
1629282866.916587,57,5301.9296875
1629283230.4526339,58,4844.4404296875
1629283594.8679307,59,4355.71923828125
1629283919.3659918,60,4936.5771484375
1629284236.9221709,61,4730.6962890625
1629284587.3485777,62,5444.646484375
1629284927.4749143,63,6412.671875
1629285266.604783,64,5279.2587890625
1629285589.5100565,65,6148.88037109375
1629285930.3725715,66,3812.96923828125
1629286263.024632,67,4188.80615234375
1629286578.427559,68,6313.18896484375
1629286894.6259832,69,5627.35205078125
1629287196.293771,70,3908.369873046875
1629287556.7891092,71,4045.70458984375
1629287876.3206453,72,4045.02197265625
1629288240.4646156,73,3637.482666015625
1629288569.5612721,74,3329.62255859375
1629288873.0358756,75,3752.1357421875
1629289211.3336952,76,3395.188232421875
1629289523.9306822,77,3792.326904296875
1629289862.4797897,78,5193.5078125
1629290200.0337477,79,3481.876708984375
1629290546.8365269,80,3175.1435546875
1629290868.0648973,81,4768.7138671875
1629291247.4257777,82,3643.767822265625
1629291563.6144626,83,3894.98095703125
1629291883.4170856,84,4459.8935546875
1629292209.7565806,85,3442.731201171875
1629292556.981927,86,2840.050048828125
1629292898.1532757,87,2741.74365234375
1629293217.4412327,88,5082.77392578125
1629293524.8168285,89,3387.19873046875
1629293891.9155219,90,3648.6923828125
1629294221.7275102,91,2716.32666015625
1629294542.5174596,92,2514.022216796875
1629294863.342033,93,3236.690673828125
1629295237.048199,94,3074.417724609375
1629295584.932855,95,2559.849609375
1629295959.315299,96,4017.767822265625
1629296334.6741562,97,1838.3841552734375
1629296674.6441598,98,3472.09619140625
1629296997.1671588,99,3873.3359375
1629297392.8176184,100,1661.527099609375
1629297769.073614,101,2437.0849609375
1629298099.7480118,102,4023.828369140625
1629298448.7483563,103,4551.869140625
1629298818.0648527,104,2334.2138671875
1629299141.9695854,105,2567.65478515625
1629299455.196338,106,2964.43212890625
1629299788.6534362,107,3857.688232421875
1629300182.3872132,108,4433.41259765625
1629300519.5717623,109,3436.27392578125
1629300866.927256,110,7153.5439453125
1629301250.6297455,111,6428.8134765625
1629301631.4115167,112,2662.798828125
1629301978.5253787,113,3211.3076171875
1629302356.7654164,114,3132.3642578125
1629302728.4198244,115,1935.821044921875
1629303071.16815,116,2930.56298828125
1629303433.0286164,117,2681.904052734375
1629303787.9322345,118,2539.96142578125
1629304166.7090878,119,3239.435791015625
1629304518.4786286,120,2270.22265625
1629304861.676556,121,2700.810302734375
1629305215.5974321,122,2329.419189453125
1629305551.3954022,123,1729.547607421875
1629305891.2322888,124,2421.375
1629306220.8047552,125,1989.295166015625
1629306590.2833183,126,2362.71728515625
1629306929.496987,127,3076.63671875
1629307284.3368018,128,2079.23876953125
1629307613.8256865,129,2784.640869140625
1629307984.3555436,130,2273.621337890625
1629308367.234826,131,1715.43310546875
1629308723.482235,132,2297.633544921875
1629309075.4944615,133,1888.1353759765625
1629309446.3599787,134,2529.676025390625
1629309809.151501,135,2455.815185546875
1629310175.8685,136,2488.664306640625
1629310549.558986,137,2446.07373046875
1629310901.825495,138,2519.2177734375
1629311256.1365602,139,1669.9329833984375
