Wall time,Step,Value
1629263145.0619152,0,1540.378662109375
1629263458.6282828,1,3711.37744140625
1629263765.265873,2,5124.98828125
1629264084.4676723,3,4966.7880859375
1629264410.5229447,4,5430.74658203125
1629264760.869505,5,5403.572265625
1629265107.640769,6,6120.615234375
1629265457.558674,7,5504.0966796875
1629265799.302063,8,6706.05859375
1629266149.0434663,9,6607.68310546875
1629266521.7449908,10,6914.73974609375
1629266884.1592407,11,5878.0517578125
1629267256.5483444,12,6753.6923828125
1629267607.2862837,13,7242.669921875
1629267969.330255,14,10482.0986328125
1629268337.1378965,15,9330.77734375
1629268700.3071773,16,7958.5712890625
1629269083.2136707,17,7599.52099609375
1629269433.7577913,18,6376.982421875
1629269748.2678492,19,8229.365234375
1629270111.5031612,20,7663.64892578125
1629270470.8868923,21,6412.6611328125
1629270824.048896,22,5508.916015625
1629271159.871747,23,7348.3037109375
1629271522.8115325,24,7209.43359375
1629271871.584048,25,8219.9208984375
1629272215.314668,26,10212.7294921875
1629272564.9072597,27,5973.80615234375
1629272907.4923377,28,9852.0771484375
1629273239.198241,29,7567.30224609375
1629273570.6137629,30,8495.0068359375
1629273931.98971,31,7851.89404296875
1629274273.3066437,32,6273.42919921875
1629274633.852039,33,3985.38037109375
1629274986.1826425,34,8917.3388671875
1629275306.3166292,35,6600.99462890625
1629275633.183151,36,6330.1572265625
1629275955.4291825,37,5998.6767578125
1629276270.1620247,38,4224.83642578125
1629276571.8949747,39,5225.56396484375
1629276912.603772,40,5680.54296875
1629277257.7491462,41,6288.7880859375
1629277605.3392348,42,5529.3740234375
1629277903.758201,43,7929.73095703125
1629278260.1074603,44,5427.45751953125
1629278577.1655412,45,5190.78271484375
1629278927.97301,46,5439.34716796875
1629279278.7293568,47,3741.49072265625
1629279619.592195,48,6953.5
1629279976.6841717,49,4220.888671875
1629280323.7408578,50,5903.59423828125
1629280681.5490217,51,4890.326171875
1629281056.7749298,52,6050.5341796875
1629281413.1239283,53,5572.41845703125
1629281770.9919207,54,5357.2412109375
1629282145.363618,55,6546.533203125
1629282492.871286,56,7992.37353515625
1629282868.7681477,57,5455.0458984375
1629283234.061062,58,4253.30810546875
1629283615.4870641,59,8097.0712890625
1629283997.7500305,60,4954.72314453125
1629284337.3480053,61,6769.5380859375
1629284707.0925286,62,7573.97265625
1629285045.264266,63,4352.0361328125
1629285465.9322698,64,4164.6357421875
1629285862.48138,65,3611.25146484375
1629286258.6209095,66,3467.351806640625
1629286645.6830013,67,2970.509521484375
1629287024.9190476,68,6969.876953125
1629287402.415687,69,5003.8076171875
1629287813.4582357,70,4605.33349609375
1629288195.5231209,71,4084.1474609375
1629288578.20108,72,5895.31640625
1629288952.3917122,73,3265.260498046875
1629289326.685621,74,2878.72265625
1629289724.0327835,75,3498.31640625
1629290139.6782546,76,3231.815673828125
1629290533.7322834,77,4514.04833984375
1629290945.3189192,78,4176.5693359375
1629291372.8114238,79,4413.03369140625
1629291763.416174,80,3186.25537109375
1629292146.0853083,81,5357.51416015625
1629292535.6682947,82,3547.789794921875
1629292895.2595701,83,7417.0361328125
1629293271.9448555,84,3111.412841796875
1629293653.531947,85,2440.527099609375
1629294008.9494216,86,1621.43017578125
1629294400.4122584,87,2962.230712890625
1629294783.1882427,88,1890.8170166015625
1629295171.9786036,89,2782.21044921875
1629295538.0097272,90,2432.503173828125
1629295915.7587047,91,7471.61279296875
1629296315.4355361,92,4260.591796875
1629296686.8965576,93,2386.4931640625
1629297113.0872924,94,3229.83203125
1629297535.9866238,95,7341.18115234375
1629297958.3511279,96,2781.421630859375
1629298367.006952,97,6633.9091796875
1629298779.4697201,98,4229.76513671875
1629299205.5927715,99,3315.193359375
1629299647.9729793,100,2649.32421875
1629300082.6408901,101,4098.2822265625
1629300510.2952154,102,2694.087158203125
1629300917.3181412,103,2670.056640625
1629301327.797597,104,4744.18359375
1629301764.1696095,105,2489.041748046875
1629302153.4179537,106,2671.6689453125
1629302589.4237585,107,1376.6019287109375
1629303028.2519777,108,1561.629150390625
1629303455.9484725,109,2750.357666015625
1629303847.5431738,110,2102.129150390625
1629304278.6190288,111,3525.3955078125
1629304681.516432,112,1389.0098876953125
1629305098.205613,113,3004.10302734375
1629305529.826228,114,1904.1744384765625
1629305936.1675365,115,1755.602783203125
1629306355.8184483,116,1686.0511474609375
1629306751.1599627,117,1458.411376953125
1629307149.8907125,118,1313.8243408203125
1629307571.2661586,119,1624.8199462890625
1629308003.825003,120,1340.5447998046875
1629308442.3322527,121,2477.069580078125
1629308884.436678,122,2687.68896484375
1629309312.359189,123,2631.970947265625
1629309736.5330603,124,1471.099853515625
1629310159.7920458,125,1860.562744140625
1629310622.2977433,126,1702.162353515625
1629311047.9063964,127,1555.003173828125
1629311509.597114,128,1172.65478515625
1629311950.4190786,129,1564.1632080078125
