Wall time,Step,Value
1629734360.9126527,0,823.2966918945312
1629735196.8405488,1,1309.3138427734375
1629736063.0106566,2,1343.808837890625
1629736894.185551,3,1310.4610595703125
1629737670.1566284,4,1449.62158203125
1629738504.4849956,5,1302.6217041015625
1629739116.037389,6,1641.22998046875
1629739663.097677,7,1540.35302734375
1629740252.0945387,8,1817.24755859375
1629740663.714136,9,2079.81787109375
1629741041.2782302,10,1975.167724609375
1629741570.5892248,11,1889.7725830078125
1629741889.7462015,12,1803.0911865234375
1629742267.1829622,13,2183.341796875
1629742458.0791557,14,2183.3388671875
1629742911.7551465,15,2029.784912109375
1629743135.013851,16,1599.37548828125
1629743414.5917013,17,2238.158935546875
1629743749.8526297,18,2044.6939697265625
1629743988.352358,19,1710.7518310546875
1629744321.2515562,20,1839.2923583984375
1629744483.8359792,21,1848.9049072265625
1629744871.666417,22,1616.7919921875
1629745039.39913,23,1601.7950439453125
1629745368.7710469,24,1555.9415283203125
1629745764.3907218,25,1480.691650390625
1629746005.2002723,26,1570.5792236328125
1629746279.5597734,27,1361.4901123046875
1629746738.0278454,28,1433.3580322265625
1629747056.7389197,29,1574.5
1629747620.865253,30,1157.6041259765625
1629747994.7538126,31,1091.3675537109375
1629748314.722407,32,1494.1328125
1629748677.7388012,33,1456.5
1629749097.6016262,34,1191.3299560546875
1629749564.9884923,35,976.6710815429688
1629750089.92325,36,576.1483154296875
1629750554.8757787,37,434.38958740234375
1629751059.3055425,38,527.8394775390625
1629751503.6546378,39,459.1622314453125
1629751983.2437024,40,408.4614562988281
1629752406.711241,41,419.1165771484375
1629752820.9276311,42,430.8056335449219
1629753155.282743,43,510.1781311035156
1629753501.3924704,44,935.3849487304688
1629753868.4703715,45,347.35125732421875
1629754242.3637207,46,343.3190002441406
1629754601.1800501,47,313.2047424316406
1629754947.347089,48,302.07305908203125
1629755281.6251807,49,268.3002014160156
1629755598.394013,50,273.1120910644531
1629755910.4992735,51,283.369140625
1629756233.1384995,52,298.05859375
1629756534.6392791,53,289.5201110839844
1629756833.6835995,54,298.5034484863281
1629757113.0294564,55,285.2948303222656
1629757389.6375594,56,265.9410095214844
1629757665.7640388,57,229.9901580810547
1629757921.1582158,58,246.85772705078125
1629758179.8017843,59,238.7914581298828
1629758437.3368855,60,237.11056518554688
1629758702.1568258,61,233.718505859375
1629758964.917159,62,238.79537963867188
1629759205.331226,63,215.08416748046875
1629759452.3186193,64,217.45509338378906
1629759689.5604868,65,212.9241485595703
1629759910.5377269,66,209.53746032714844
1629760131.0398812,67,208.18881225585938
1629760365.881606,68,195.24343872070312
1629760590.8446608,69,207.62550354003906
1629760831.105953,70,219.2107391357422
1629761054.7530875,71,201.36280822753906
1629761284.1994832,72,212.19444274902344
1629761505.2193274,73,200.44589233398438
1629761725.2776964,74,198.05661010742188
1629761947.2488134,75,197.88352966308594
1629762166.1070948,76,200.5320587158203
1629762386.3256202,77,200.22100830078125
1629762600.8984768,78,190.56350708007812
1629762815.2520185,79,198.8733673095703
1629763033.9012578,80,195.63888549804688
1629763249.9138048,81,186.33433532714844
1629763468.1577156,82,183.8568572998047
1629763692.7635963,83,208.20956420898438
1629763911.6493149,84,200.53717041015625
1629764128.652512,85,195.8228302001953
1629764333.6473556,86,177.0471954345703
1629764550.8600569,87,192.31130981445312
1629764760.373183,88,176.7847137451172
1629764967.7982764,89,181.5297088623047
1629765186.8135507,90,187.5414276123047
1629765403.6107972,91,184.05947875976562
1629765618.9072993,92,184.1485595703125
1629765834.2584734,93,194.28897094726562
1629766042.0688229,94,180.28341674804688
1629766251.958019,95,179.7228240966797
1629766458.4039981,96,176.2035675048828
1629766661.7863486,97,175.67715454101562
1629766871.1232476,98,177.6689910888672
1629767072.1066148,99,176.27444458007812
1629767274.1999116,100,171.8445281982422
1629767479.681397,101,181.47525024414062
1629767685.9260457,102,175.6888885498047
1629767890.796759,103,184.03578186035156
1629768094.8921266,104,174.3817596435547
1629768301.9349127,105,175.36573791503906
1629768510.7735934,106,174.04360961914062
1629768718.221537,107,168.78878784179688
1629768916.301368,108,171.3120574951172
1629769118.8863373,109,170.1852264404297
1629769312.4906695,110,160.42013549804688
1629769520.5702558,111,172.7998046875
1629769720.170236,112,161.8068084716797
1629769924.1424637,113,176.52699279785156
1629770131.7269042,114,170.8022003173828
1629770338.8889337,115,174.53065490722656
1629770537.6900585,116,171.73214721679688
1629770740.083999,117,162.30868530273438
1629770937.285782,118,162.5
1629771144.4834788,119,174.09127807617188
1629771351.9169366,120,178.45126342773438
1629771557.6805966,121,170.57968139648438
1629771756.713757,122,165.19798278808594
1629771950.7354014,123,161.7825164794922
1629772152.1899407,124,163.97903442382812
1629772348.986845,125,166.713134765625
1629772551.530347,126,168.9227752685547
1629772759.1150846,127,152.530517578125
1629772970.8753295,128,157.8595733642578
1629773184.6290855,129,169.67803955078125
1629773381.8687274,130,163.90773010253906
1629773586.3996255,131,168.02182006835938
1629773797.0741012,132,169.09146118164062
1629774006.0735705,133,169.8142547607422
1629774213.5015814,134,172.1118927001953
1629774411.147299,135,160.5869598388672
1629774608.084395,136,161.16566467285156
1629774806.0696614,137,161.779541015625
1629775002.1590457,138,157.5161590576172
1629775202.473318,139,157.18154907226562
1629775397.31109,140,157.28233337402344
1629775601.563952,141,166.69520568847656
1629775803.780531,142,165.72332763671875
1629776006.6333401,143,165.25277709960938
1629776203.8515422,144,152.1378936767578
1629776403.1767123,145,160.65264892578125
1629776601.4351206,146,166.8090057373047
1629776800.3638794,147,165.72552490234375
1629777002.230149,148,163.1492156982422
1629777198.3051834,149,161.02215576171875
1629777397.327343,150,169.04087829589844
1629777593.3695538,151,161.71800231933594
1629777794.5214107,152,157.71485900878906
1629777984.0812104,153,150.2740020751953
1629778177.2794025,154,154.9748992919922
1629778374.589267,155,159.821533203125
1629778572.2547307,156,166.39195251464844
1629778766.1740646,157,141.5044708251953
1629778963.793546,158,167.0070037841797
1629779159.3750918,159,156.63168334960938
1629779352.3860614,160,150.86183166503906
1629779535.8804436,161,169.94235229492188
1629779710.7034607,162,162.2941131591797
1629779882.0649154,163,155.95318603515625
1629780055.2030106,164,163.61361694335938
1629780229.3958836,165,161.3535919189453
1629780402.4240057,166,151.4351348876953
1629780576.4423695,167,145.0229949951172
1629780745.697724,168,146.94711303710938
1629780915.5953612,169,159.4556427001953
1629781094.6679773,170,155.56932067871094
1629781270.075529,171,156.26922607421875
1629781439.2111197,172,149.27755737304688
1629781625.5913267,173,156.51341247558594
1629781813.9775245,174,150.44309997558594
1629782001.5037427,175,149.18310546875
1629782189.9566274,176,150.2406005859375
1629782367.8203213,177,145.93655395507812
1629782557.0473583,178,154.53892517089844
1629782745.9284813,179,156.35035705566406
1629782932.0247557,180,163.62338256835938
1629783118.8027642,181,152.51300048828125
1629783300.8614542,182,160.92555236816406
1629783484.5249758,183,140.84471130371094
1629783672.2794387,184,155.6228485107422
1629783853.6965063,185,141.87100219726562
1629784043.037773,186,158.81881713867188
1629784229.7392542,187,144.9585418701172
